Date,NVDA_Price,Strike,Contracts,Premium,PnL,Capital,VIX,Status,Peak,Drawdown_%
2019-12-16,5.957968711853027,5.402617878673852,3,120,120.0,55848.75255151279,23.926804758619525,OTM,55848.75255151279,0.0
2019-12-23,5.895742893218994,5.7657756821465265,3,120,120.0,55968.75255151279,24.304672205007808,OTM,55968.75255151279,0.0
2019-12-30,5.87583065032959,5.704211684007327,3,120,120.0,56088.75255151279,24.370498112576136,OTM,56088.75255151279,0.0
2020-01-06,6.081175804138184,5.679849887316988,3,120,120.0,56208.75255151279,24.620681494717452,OTM,56208.75255151279,0.0
2020-01-13,6.204629421234131,5.876837607231848,3,120,120.0,56328.75255151279,24.69222887429494,OTM,56328.75255151279,0.0
2020-01-20,6.234499454498291,6.022722854198576,3,120,120.0,56448.75255151279,23.456568929589565,OTM,56448.75255151279,0.0
2020-01-27,5.884791851043701,6.057359258000677,3,120,68.22977791290732,56516.9823294257,23.19553282285833,ASSIGNED,56516.9823294257,0.0
2020-02-03,6.262128829956055,5.676364309909528,3,120,120.0,56636.9823294257,25.216112390039562,OTM,56636.9823294257,0.0
2020-02-10,7.2129340171813965,6.029389195915292,3,120,120.0,56756.9823294257,25.7203758613517,OTM,56756.9823294257,0.0
2020-02-17,7.319464683532715,6.826034535257173,3,120,120.0,56876.9823294257,30.472049706323098,OTM,56876.9823294257,0.0
2020-02-24,6.726118564605713,6.925838613506606,3,120,60.08398532973203,56937.06631475543,30.51194291059575,ASSIGNED,56937.06631475543,0.0
2020-03-02,6.625751495361328,6.316079358777658,3,120,120.0,57057.06631475543,32.584196500410634,OTM,57057.06631475543,0.0
2020-03-09,5.998143196105957,6.22275439987908,3,120,52.61663886806305,57109.682953623495,32.54399261899951,ASSIGNED,57109.682953623495,0.0
2020-03-16,5.124223232269287,5.6019301007576745,3,120,-23.312060546516193,57086.37089307698,34.0534515043385,ASSIGNED,57109.682953623495,-0.040819803824591994
